ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE|Tipo de establecimiento|id_direccion
6186182|BANCO DE BARRO SINNOMBRE||212329|0 a 5 personas|||mar-11|Fijo|171
6186183|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||mar-11|Fijo|172
6186184|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||jul-10|Fijo|173
6186185|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||jul-10|Fijo|174
6186186|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||mar-11|Fijo|175
6186187|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||mar-11|Fijo|176
6186188|TRITURADOS DE LA FRONTERA SUR, S.A. DE C.V.|TRITURADOS DE LA FRONTERA SUR, S.A. DE C.V.|212321|11 a 30 personas|||jul-10|Fijo|177
6186189|LADRILLERA HERMANOS VAZQUEZ||212329|0 a 5 personas|||jul-10|Fijo|178
6186190|SIPRIANO RUIZ HERNANDEZ||212329|0 a 5 personas|||jul-10|Fijo|179
6186191|BANCO DE ARENA SIN NOMBRE||212321|0 a 5 personas|||jul-10|Fijo|180
6186192|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|181
6186193|TRANSPORTES Y CONSTRUCCIONES ROJAS FLORES, S.A. DE C.V.||212321|0 a 5 personas|||dic-14|Fijo|182
6186194|LADRILLERA PEREZ||212329|0 a 5 personas|||jul-10|Fijo|183
6186195|TEJERIA SANCHEZ||212329|0 a 5 personas|||jul-10|Fijo|184
6186196|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||mar-11|Fijo|185
6186197|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||mar-11|Fijo|186
6186198|BANCO DE BARRO SIN NOMBRE||212329|6 a 10 personas|||mar-11|Fijo|187
6186199|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||mar-11|Fijo|188
6186200|BANCO DE ARENA SIN NOMBRE||212321|0 a 5 personas|||mar-11|Fijo|189
6186201|BANCO DE ARENA SIN NOMBRE||212321|31 a 50 personas|||mar-11|Fijo|190
6186202|CALES Y MORTEROS DEL GRIJALVA, S.A. DE C.V.|CALES Y MORTEROS DEL GRIJALVA, S.A. DE C.V.|212311|101 a 250 personas|CALESADMON@TERRA.COM||jul-10|Fijo|191
6186203|CEIN MENDOZA MORENO|CEIN MENDOZA MORENO|212321|0 a 5 personas|||jul-10|Fijo|192
6186204|BANCO DE ARENA SIN NOMBRE||212321|0 a 5 personas|||mar-11|Fijo|193
6186205|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||mar-11|Fijo|194
6186206|TRITURADOS MYASA, S.A. DE C.V.|TRITURADOS MYASA, S.A. DE C.V.|212321|0 a 5 personas|TRITURADOSMYASA@HOTMAIL.COM||mar-11|Fijo|195
6186207|BANCO DE BARRO SIN NOMBRE||212329|6 a 10 personas|||jul-10|Fijo|196
6186208|TRITURADORA Y ASFALTOS DE CHIAPAS, S.A. DE C.V.|TRITURADORA Y ASFALTOS DE CHIAPAS, S.A. DE C.V.|212321|6 a 10 personas|||jul-10|Fijo|197
6186209|COMPAÑÍA CONSTRUCTORA Y AGREGADOS DEL SURESTE, S.A. DE C.V.|COMPAÑÍA CONSTRUCTORA Y AGREGADOS DEL SURESTE, S.A. DE C.V.|212321|31 a 50 personas|||dic-14|Fijo|198
6186210|SALVADOR LOPEZ REYES||212321|0 a 5 personas|||dic-14|Fijo|199
6186211|CONSTRUCTORA GRUPO TAPACHULA, S.A. DE C.V.|CONSTRUCTORA GRUPO TAPACHULA, S.A. DE C.V.|212321|11 a 30 personas|||jul-10|Fijo|200
6186212|CUARCEMEX, S.A. DE C.V.|CUARCEMEX, S.A. DE C.V.|212324|0 a 5 personas|||dic-14|Fijo|201
6186213|TRITURADOS C.L.Q., S.A. DE C.V.|TRITURADOS C.L.Q., S.A. DE C.V.|212392|31 a 50 personas|||jul-10|Fijo|202
6186216|MINERA CARBONIFERA LOS PENCOS|MINERA CARBONIFERA LOS PENCOS, S.A. DE C.V.|212110|0 a 5 personas|CP_ERASMO@HOTMAIL.COM||mar-11|Fijo|203
6186217|MINERA HECHOS|MINERA HECHOS|212110|11 a 30 personas|LOMABONITA70@YAHOO.COM.MX||mar-11|Fijo|204
6186218|MINERA ORO NEGRO|MINERA ORO NEGRO, S.A. DE C.V.|212110|0 a 5 personas|MINERAORONEGRO@GMAIL.COM||mar-11|Fijo|205
6186221|EL REGRESO MINERALES, S.A. DE C.V.|EL REGRESO MINERALES, S.A. DE C.V.|212222|0 a 5 personas|ALEJANDROHERNANDEZBANDA@YAHOO.COM.MX||mar-11|Fijo|206
6186222|MINERA PICO ETEREO, S.A. DE C.V.|MINERA PICO ETEREO, S.A. DE C.V.|212395|11 a 30 personas|MINERAPICOETEREO@PRODIGY.COM||jun-12|Fijo|207
6186224|COMPAÑÍA MINERA ALVARAM DE AGUJITA|COMPAÑÍA MINERA ALVARAM DE AGUJITA, S.A. DE C.V.|212110|11 a 30 personas|ALVA.RAM96@HOTMAIL.COM||jul-13|Fijo|208
6186225|CALERA DE FELIX||212311|0 a 5 personas|||jul-10|Fijo|209
6186226|CALERA DON BENITO||212311|0 a 5 personas|||jul-10|Fijo|210
6186227|CALERA DE LALO||212311|0 a 5 personas|||jul-10|Fijo|211
6186228|CALERA DE TOÑO||212311|0 a 5 personas|||jul-10|Fijo|212
6186229|MINERÍA DE PIEDRA CALIZA||212311|0 a 5 personas|||jul-10|Fijo|213
6186230|CALERA DE JUAN||212311|0 a 5 personas|||jul-10|Fijo|214
6186231|MINERA EL PROGRESO, S.A. DE C.V.|MINERA EL PROGRESO, S.A. DE C.V.|212110|51 a 100 personas|||jul-10|Fijo|215
6186232|TALLER DE CARBONIFERA LA ESPERANZA|CARBONIFERA LA ESPERANZA, S.A. DE C.V.|212110|31 a 50 personas|CARBONIFERA@HOTMAIL.COM||jul-10|Fijo|216
6186233|CARBONIFERA MANANTIAL||212110|11 a 30 personas|||jul-10|Fijo|217
6186235|MINERA SIDERURGICA COAHUILA, S.A. DE C.V.|MINERA SIDERURGICA COAHUILA, S.A. DE C.V.|212110|51 a 100 personas|GUILLERMINA.PALACIOS@COIMSAGIK.MX||dic-14|Fijo|218
6186236|UNIDAD MIMOSA|MINERA DEL NORTE, S.A. DE C.V. (MIMOSA)|212110|251 y más personas|BLOZOYA@GAN.COM.MX||dic-14|Fijo|219
6186237|BARITA DE SANTA ROSA, S.A. DE C.V.|BARITA DE SANTA ROSA, S.A. DE C.V.|212393|51 a 100 personas|INGREQUENES90@HOTMAIL.COM||dic-14|Fijo|220
6186238|UNIDAD MICARE|MINERA DEL NORTE, S.A. DE C.V. (MICARE)|212110|251 y más personas|BLOZOYA@GAN.COM.MX||dic-14|Fijo|221
6186239|INDUSTRIAL JAYNO, S.A. DE C.V.|INDUSTRIAL JAYNO, S.A. DE C.V.|212393|6 a 10 personas|IJAYNO@TERRA.COM.MX||dic-14|Fijo|222
6186240|MAGNELEC, S.A. DE C.V.|MAGNELEC, S.A. DE C.V.|212398|251 y más personas|ADAN_GONZALEZ@PENOLES.COM.MX|WWW.PENOLES.COM.MX|jul-10|Fijo|223
6186241|MINERA WILLIAM, S.A. DE C.V.|MINERA WILLIAM, S.A. DE C.V.|212232|101 a 250 personas|||dic-14|Fijo|224
6186242|SUMINISTROS, S.A. DE C.V.|SUMINISTROS, S.A. DE C.V.|212210|51 a 100 personas|MINERADONBETO@PRODIGY.NET||dic-14|Fijo|225
6186243|MINERA ARECHIGA VILLARREAL||212110|11 a 30 personas|||jul-10|Fijo|226
6186244|COMERCIALIZADORA HERCULES, S.A. DE C.V.||212110|6 a 10 personas|||dic-14|Fijo|227
6186245|RODAMIENTOS Y EQUIPOS DE SABINAS, S.A. DE C.V.|RODAMIENTOS Y EQUIPOS DE SABINAS, S.A. DE C.V.|212110|11 a 30 personas|||jul-10|Fijo|228
6186246|LOGISTICA Y RECURSOS COMERCIALES, S.A. DE C.V.||212110|6 a 10 personas|LORECO@TELMEXMAIL.COM||dic-14|Fijo|229
6186247|REFACCIONES Y MATERIALES DE SABINAS|REFACCIONES Y MATERIALES DE SABINAS|212110|11 a 30 personas|||dic-14|Fijo|230
6186248|MAPA TRANSPORTES||212232|51 a 100 personas|||dic-14|Fijo|231
6186249|ARANZAZÚ HOLDING, S.A. DE C.V.|ARANZAZÚ HOLDING, S.A. DE C.V.|212231|101 a 250 personas||WWW.AURAMINERALS.COM|dic-14|Fijo|232
6186250|MINERA Y METALURGICA DE POSUELOS|MINERA Y METALURGICA DE POSUELOS, S.A. DE C.V.|212222|31 a 50 personas|MINERAYMETALURGICADEPOSUELOS@HOTMAIL.COM||dic-14|Fijo|233
6186252|CONSTRUCCIONES Y TRITURADOS DE COAHUILA S.A. DE C.V.|CONSTRUCCIONES Y TRITURADOS DE COAHUILA, S.A. DE C.V.|212321|6 a 10 personas|CONSTRUCCIONESYTRITURADOS@HOTMAIL.COM||dic-14|Fijo|234
6186253|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|235
6186254|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|236
6186255|TAJO EL COYOTE|MEXATIM, S.A. DE C.V.|212110|11 a 30 personas|MGONZALEZ@MEXATIM.COM||jul-10|Fijo|237
6186256|MINERA MUZQUIZ, S.A. DE C.V.|MINERA MUZQUIZ, S.A. DE C.V.|212395|51 a 100 personas|||jul-10|Fijo|238
6186257|MINERA CARBONIFERA EL JUNCO||212110|51 a 100 personas|||jul-10|Fijo|239
6186258|MINERA EL CALVARIO, S.A. DE C.V.|MINERA EL CALVARIO, S.A. DE C.V.|212395|11 a 30 personas|||jul-10|Fijo|240
6186259|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|241
6186260|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|242
6186261|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|243
6186262|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|244
6186263|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|245
6186264|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|246
6186265|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|247
6186266|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|248
6186267|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|249
6186268|DOLOMITA DE MONCLOVA, S.A. DE C.V.|DOLOMITA DE MOCLOVA, S.A. DE C.V.|212311|51 a 100 personas|||jul-10|Fijo|250
6186269|ENERGIA MINERAL|ENERGIA MINERAL, S.A. DE C.V.|212110|11 a 30 personas|CCARREON@ENERGIAMINERAL.COM||jul-10|Fijo|251
6186270|CELESTITA DE CUATRO CIENEGAS, S.A. DE RL||212399|11 a 30 personas|FAUSTO@5961@PRODIGY.NET.MX||jul-10|Fijo|252
6186271|MINERALES NO METALICOS DE CUATROCIENEGAS, S.A. DE C.V.|MINERALES NO METALICOS DE CUATRO CIÉNEGAS, S.A. DE C.V.|212399|11 a 30 personas|||jul-10|Fijo|253
6186272|MINERA JAYNO SA. DE CV|INDUSTRIAL VIMSA SA DE CV|212329|11 a 30 personas|||jul-10|Fijo|254
6186273|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|255
6186274|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|256
6186275|TRITURADOS Y CALIZAS DE MONCLOVA, S.A. DE C.V.|TRITURADOS Y CALIZAS DE MONCLOVA, S.A. DE C.V.|212321|51 a 100 personas|CONTABILIDAD.TYCMSA@GMAIL.COM||jul-10|Fijo|257
6186276|CARBONIFERA LA ESPERANZA, S.A. DE C.V.|CARBONIFERA LA ESPERANZA, S.A. DE C.V.|212110|31 a 50 personas|CARBONIFERA@HOTMAIL.COM||jul-10|Fijo|258
6186277|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|259
6186278|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|260
6186279|MATERIALES TRITURADOS BALLESTEROS||212321|11 a 30 personas|TRITURADOSBALLESTEROS@HOTMAIL.COM||jul-10|Fijo|261
6186280|PLANTA DE BENEFICIO POLVO INERTE DE FLOURITA|MINERA RAMOS, S.A. DE C.V.|212395|31 a 50 personas|M_MIRASA@HOTMAIL.COM||jul-10|Fijo|262
6186281|CAÂ¥ON DEL INDIO|CONSTRUCTORA SAMSARA LAGUNERA, S.A. DE C.V.|212321|11 a 30 personas|||jul-10|Fijo|263
6186282|MINA LA SABINA BUENAVISTA|FLUORITA DE MEXICO, S.A. DE C.V.|212395|101 a 250 personas|||jul-10|Fijo|264
6186283|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|265
6186284|CONCRETOS Y TRITURADOS DE SALTILLO|CONCRETOS Y TRITURADOS DE SALTILLO, S.A. DE C.V.|212321|51 a 100 personas|||jul-10|Fijo|266
6186285|RODOLFO REYES SANCHEZ|LA MAJADA DE TORREON SA DE CV|212399|31 a 50 personas|TMX7170316@PRODIGY.NET.MX||jul-10|Fijo|267
6186286|CARBONIFERA DE SAN PATRICIO|CARBONIFERA DE SAN PATRICIO, S.A. DE C.V.|212110|6 a 10 personas|||jul-10|Fijo|268
6186287|OFICINA ADMINISTRATIVA MINERA RAMOS|MINERA RAMOS, S.A. DE C.V.|212395|6 a 10 personas|M_MIRASA@HOTMAIL.COM||jul-10|Fijo|269
6186288|ZEDUVIK, S.A. DE C.V.||212110|31 a 50 personas|ZEDUVIK@HOTMAIL.COM||jul-10|Fijo|270
6186289|MINERA 2G, S.A. DE C.V.|MINERA 2G, S.A. DE C.V.|212110|11 a 30 personas|||jul-10|Fijo|271
6186290|CARBONIFERA DE LUNA, S.A. DECV|CARBONIFERA DE LUNA, S.A. DE C.V.|212110|11 a 30 personas|||jul-10|Fijo|272
6186291|MINERIA Y ENERGIA DEL NORESTE, S.A.|MINERIA Y ENERGIA DEL NORESTE, S.A.|212110|251 y más personas|HCASTILLO@MINERIAYENERGIA.COM||dic-14|Fijo|273
6186292|MINERÍA DE CARBÓN MINERAL||212110|11 a 30 personas|||jul-10|Fijo|274
6186293|CARBONIFERA LA LUZ, S.A. DE C.V.|CARBONIFERA LA LUZ, S.A. DE C.V.|212110|0 a 5 personas|CARBONIFERALALUZ@HOTMAIL.COM.AR||jul-10|Fijo|275
6186294|COMPAÑÍA MINERA AMECA, S.A. DE C.V.|COMPAÑÍA MINERA AMECA, S.A. DE C.V.|212110|11 a 30 personas|||mar-11|Fijo|276
6186295|COMPANIA MINERA CAOPAS, S.A. DE C.V.|COMPAÑÍA MINERA CAOPAS, S.A. DE C.V.|212392|11 a 30 personas|||jul-10|Fijo|277
6186296|COMPAÑÍA MINERA DEL CONDEMBARO, S.A. DE C.V.|COMPAÑÍA MINERA DEL CONDEMBARO, S.A. DE C.V.|212393|0 a 5 personas|||mar-11|Fijo|278
6186297|COMPANIA MINERA HUAJICARI, S.A. DE C.V.|COMPAÑÍA MINERA HUAJICARI, S.A. DE C.V.|212291|51 a 100 personas|||jul-10|Fijo|279
6186298|COMPANIA MINERA LA PARRENA, S.A. DE C.V.|COMPAÑÍA MINERA LA PARRENA, S.A. DE C.V.|212231|251 y más personas|PEDRO_VAZQUEZ@PENOLES.COM.MX|WWW.PENOLES.COM.MX|jul-10|Fijo|280
6186299|MINERA FRESNILLO, S.A. DE C.V.|MINERA FRESNILLO, S.A. DE C.V.|212222|251 y más personas|JOSE-CRUZ_GARCIA@FRESNILLOPLC.COM|WWW.FRESNILLOPLC.COM|mar-11|Fijo|281
6186300|MINERA MEXICANA LA CIENEGA, S.A. DE C.V.|MINERA MEXICANA LA CIENEGA, S.A. DE C.V.|212222|251 y más personas|PABLO_MOLINA@FRESNILLOPLC.COM|WWW.FRESNILLOPLC.COM|mar-11|Fijo|282
6186301|UNIDAD HERCULES - LA PERLA|MINERA DEL NORTE, S.A. DE C.V.|212210|251 y más personas|BLOZOYA@GAN.COM.MX||jul-10|Fijo|283
6186302|FOSILES MINERALES, S.A. DE C.V.|FOSILES MINERALES, S.A. DE C.V.|212110|6 a 10 personas|||jul-10|Fijo|284
6186303|CORPORACIÓN INDUSTRIAL DE CALIZA, S.A. DE C.V. CICASA|CORPORACIÓN INDUSTRIAL DE CALIZA, S.A. DE C.V. CICASA|212311|51 a 100 personas|||jul-10|Fijo|285
6186304|MINERA Y ACARREOS DE CARBON, S.A. DE C.V.|MINERA Y ACARREOS DE CARBON, S.A. DE C.V.|212110|11 a 30 personas|||jul-10|Fijo|286
6186305|FONDO DE GARANTIA A LA PEQUEÑA Y MEDIANA MINERIA DEL ESTADO DE COAHUILA|FONDO DE GARANTIA A LA PEQUEÑA Y MEDIANA MINERIA DEL ESTADO DE COAHUILA|212110|11 a 30 personas|FONDODEGARANTIA@HOTMAIL.COM||jul-10|Fijo|287
6186306|GRUPSA, S.A. DE C.V.|GRUPSA, S.A. DE C.V.|212110|11 a 30 personas|ELOPEZMUNDO2@HOTMAIL.COM||dic-14|Fijo|288
6186307|MINERA CARBONIFERA LOS LIRIOS, S.A. DE C.V.|MINERA CARBONIFERA LOS LIRIOS, S.A. DE C.V.|212110|31 a 50 personas|||jul-10|Fijo|289
6186308|MINERA LA BONITA, S.A. DE C.V.||212110|11 a 30 personas|MBN65@YAHOO.COM.MX||jul-10|Fijo|290
6186309|ASOCIACIÓN NACIONAL DE PEQUEÑOS Y MEDIANOS PRODUCTORES DE FLUORITA, A.C.|ASOCIACIÓN NACIONAL DE PEQUE+ÆOS Y MEDIANOS PRODUCTORES DE FLUORITA, A.C.|212395|0 a 5 personas|ASOCFLUORITA@HOTMAIL.COM||jul-10|Fijo|291
6186310|OPERADORA INDUSTRIAL MINERA||212110|0 a 5 personas|||jul-10|Fijo|292
6186311|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|293
6186312|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|294
6186313|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|295
6186314|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|296
6186315|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|297
6186316|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|298
6186317|GRUPO CERON DEL PACIFICO, S.A. DE C.V.||212391|0 a 5 personas|||mar-11|Fijo|299
6186318|CALIZA DE CASTAÑOS, S.A. DE C.V.|CALIZA DE CASTAÑOS, S.A. DE C.V.|212321|6 a 10 personas|MOLINOSMONTEVIEJO@HOTMAIL.COM||dic-14|Fijo|300
6186319|COMERCIALIZADORA AL GRANO|COMERCIALIZADORA AL GRANO|212391|6 a 10 personas|||mar-11|Fijo|301
6186320|SALINEROS EL ABUELO||212391|31 a 50 personas|||mar-11|Fijo|302
6186322|MATERIALES PETREOS LA CAÑADA SA DE CV|MATERIALES PETREOS LA CAÑADA SA DE CV|212321|0 a 5 personas|KENAALVAREZ@HOTMAIL.COM||mar-11|Fijo|303
6186324|CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V. (MINA)|CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.|212210|251 y más personas|FGUTIERREZ@CMBJPC.COM.MX||dic-14|Fijo|304
6186325|DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.|DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.|212210|51 a 100 personas|R.PULIDO@DESARROLLOMINERO.COM|WWW.DESARROLLOMINERO.COM|dic-14|Fijo|305
6186326|TRICASA|TRITURADOS COSTA ALEGRE COSTA ALEGRE, S.A. DE C.V.|212311|0 a 5 personas|SSR_67@HOTMAIL.COM||dic-14|Fijo|306
6186327|SUNJU MINING & RESOURCES, S.A. DE C.V.|SUNJU MINING & RESOURCES, S.A. DE C.V.|212210|6 a 10 personas|||jul-10|Fijo|307
6186328|GRUPO MINERO PHILOUS DE MEXICO, S.A. DE C.V.|GRUPO MINERO PHILOUS DE MEXICO, S.A. DE C.V.|212210|6 a 10 personas|||dic-14|Fijo|308
6186329|PACIFIC MINERALS AND METALS MEXICO, S.A.P.I. DE C.V.|PACIFIC MINERALS AND METALS MEXICO, S.A.P.I. DE C.V.|212210|11 a 30 personas|FACTU2014@GMAIL.COM||dic-14|Fijo|309
6186330|MINGLI INTERNATIONAL GROUP, S. DE R.L. DE C.V.|MINGLI INTERNATIONAL GROUP, S. DE R.L. DE C.V.|213119|6 a 10 personas|MINGLIGROUP@YAHOO.COM||dic-14|Fijo|310
6186331|CURSA, S.A. DE C.V.|CURSA, S.A. DE C.V.|212321|0 a 5 personas|||dic-14|Fijo|311
6186332|LA FUNDICION||212321|0 a 5 personas|||dic-14|Fijo|312
6186333|CONSTRUCTORA VILLA (MINA SALADO A PISCILA)|CONSTRUCTORA VILLA|212321|0 a 5 personas|||dic-14|Fijo|313
6186334|CONSTRUTORA VILLA ( MINA ARROYO SECO-COPALITOS)|CONTRUTORA VILLA|212321|0 a 5 personas|||dic-14|Fijo|314
6186335|COMPAÑÍA MINERA SUIZO-MEXICANA, S.A. DE C.V. (ARDICA)|COMPAÑÍA MINERA SUIZO-MEXICANA (ARDICA)|212210|51 a 100 personas|||dic-14|Fijo|315
6186336|PORFIRIA CARRILLO VIUDA DE JARAMILLO S.C. DE RL, DE C.V.||212391|11 a 30 personas|||dic-14|Fijo|316
6186337|MINERÍA DE SAL||212391|6 a 10 personas|||dic-14|Fijo|317
6186338|MINERÍA DE SAL||212391|6 a 10 personas|||dic-14|Fijo|318
6186339|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212391|11 a 30 personas|||dic-14|Fijo|319
6186340|GM AGREGADOS Y SERVICIOS|GM AGREGADOS Y SERVICIOS, S.A. DE C.V.|212321|6 a 10 personas|AMMAQUINARIA@GMAIL.COM||jul-10|Fijo|320
6186341|GRUPO MINERO GUASIMAS|PÉTREOS DEL PACIFICO IVANOV, S.A. DE C.V.|212321|11 a 30 personas|GRUPOMINEROGUASIMAS@HOTMAIL.COM||jul-10|Fijo|321
6186342|TRITURADORA LA FLOREÑA||212321|6 a 10 personas|ENRIQUELS_1@HOTMAIL.COM||jul-10|Fijo|322
6186343|AGREGADOS Y SERVICIOS RÍO SECO, S.A. DE C.V.|AGREGADOS Y SERVICIOS RÍO SECO, S.A. DE C.V.|212321|11 a 30 personas|PEREGRINASETRI@HOTMAIL.COM||jul-10|Fijo|323
6186344|AGREGADOS PARA LA CONSTRUCCION EL SEIS S.A. DE C.V.|AGREGADOS PARA LA CONSTRUCCION EL SEIS SA DE CV|212321|11 a 30 personas|AGREGADOSSEIS@HOTMAIL.COM||jul-10|Fijo|324
6186345|PLANTA PELETIZADORA (PLANTA DE BENEFICIO)|CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.|212210|251 y más personas|||jul-10|Fijo|325
6186346|YESERA COLIMA, S.A. DE C.V.|YESERA COLIMA, S.A. DE C.V.|212392|11 a 30 personas|YECOL@HOTMAIL.COM|WWW.YESERACOLIMA.COM.MX|jul-10|Fijo|326
6186347|OFICINA ADMINISTRATIVA DE SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|101 a 250 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|327
6186348|EMPRESA DE SAL BLANCA DE COLIMA, S.A. DE C.V.||212391|31 a 50 personas|||jul-10|Fijo|328
6186349|ESPARZA SUMINISTROS PÉTREOS DE COLIMA||212321|6 a 10 personas|||jul-10|Fijo|329
6186350|UNIDAD TECOMAN|MATERIALES LA GLORIA SA DE CV|212392|51 a 100 personas|FGUARDADO@GPOLAGLORIA.COM.MX|WWW.GPOLAGLORIA.COM.MX|jul-10|Fijo|330
6186351|SAL COSTA CHICA DE COLIMA||212391|6 a 10 personas|||jul-10|Fijo|331
6186352|EL SALERO DE CUYUTLAN||212391|11 a 30 personas|||jul-10|Fijo|332
6186353|CONST. Y TRITURACIONES SAN JOSE DE LUMBER, S.A. DE C.V.|CONST. Y TRITURACIONES SAN JOSE DE LUMBER, S.A. DE C.V.|212321|11 a 30 personas|||jul-10|Fijo|333
6186354|INFRAESTRUCTURA LOGISTICA, S.A. DE C.V.|INFRAESTRUCTURA LOGISTICA, S.A. DE C.V.|212321|51 a 100 personas|JOSERAMON@BOGAVANTE.COM.MX|WWW.BOGAVANTE.COM.MX|dic-14|Fijo|334
6186355|OPERADORA MINERA JOV SA DE CV|OPERADORA MINERA JOV SA DE CV|212321|11 a 30 personas|MINERAJOV@HOTMAIL.COM||jul-10|Fijo|335
6186356|SAM MOLY MINERA MEXICANA|SAM MOLY MINERA MEXICANA, S.A. DE C.V.|212231|0 a 5 personas|||mar-11|Fijo|336
6186357|MINAS DE BARITA, S. DE R.L. DE C.V.|MINAS DE BARITA, S. DE R.L. DE C.V.|212399|0 a 5 personas|FIDELCASTRO@MINASDECELESTITA.COM||dic-14|Fijo|337
6186358|MINAS DE CELESTITA, S.A. DE C.V.|MINAS DE CELESTITA, S.A. DE C.V.|212399|0 a 5 personas|FIDELCASTRO@MINASDECELESTITA.COM||dic-14|Fijo|338
6186359|CPC SOJITZ MINERIA, S. DE R.L. DE C.V.|CPC SOJITZ MINERIA, S. DE R.L. DE C.V.|212393|6 a 10 personas|||dic-14|Fijo|339
6186360|CPC SOJITZ MINERIA, S. DE R.L. DE C.V.|CPC SOJITZ MINERIA, S. DE R.L. DE C.V.|212393|31 a 50 personas|FCASTRO@CPCSOJITZ.COM||dic-14|Fijo|340
6186361|MINERA MEXICANA SOMBRERETE, S.A. DE C.V.|MINERA MEXICANA SOMBRERETE, S.A. DE C.V.|213119|0 a 5 personas|||dic-14|Fijo|341
6186362|BARAMIN S.A. DE C.V.|BARAMIN, S.A. DE C.V.|212393|251 y más personas|||dic-14|Fijo|342
6186363|MINERA PETLACALA|MINERA PETLACALA, S.A. DE C.V.|212321|31 a 50 personas|TERESAOSEGUERA@SAADCURO.NET||dic-14|Fijo|343
6186364|REYNA MINAS S.A. DE C.V.|REYNA MINAS, S.A. DE C.V.|212210|6 a 10 personas|FBALANDRANO@REYNAMINING.COM.MX||dic-14|Fijo|344
6186365|EXPLORACION DE YESO, S.A.|EXPLORACION DE YESO, S.A. DE C.V.|212392|11 a 30 personas|EGAMEZ@USG.COM.MX|WWW.USG.COM|dic-14|Fijo|345
6186366|GLOBAL SYSTEM IMEX, S.A. DE C.V.|GLOBALSYSTEM IMEX, S.A. DE C.V.|212321|31 a 50 personas|ERNESTOPATINOSOSA@YAHOO.COM.MX||dic-14|Fijo|346
6186367|COMPAÑÍA MINERA ORIENTAL|COMPAÑÍA MINERA ORIENTAL, S.A. DE C.V.|212399|11 a 30 personas|JORGE@DICAMEX.COM.MX||jul-10|Fijo|347
6186369|MINERA AUREA, S.A. DE C.V.|MINERA AUREA, S.A. DE C.V.|213119|6 a 10 personas|ARODRIGUEZ@MIRANDA.COM.MX||jul-10|Fijo|348
6186370|MINERA PECOBRE, S.A. DE C.V.|MINERA PECOBRE, S.A. DE C.V.|213119|0 a 5 personas|RUBEN_PENA@PENOLES.COM.MX|HTTP://WWW.PENOLES.MX|dic-14|Fijo|349
